2.063217612023746028e+01 2.062205612023745971e+01 2.061193612023745914e+01 2.060181612023745856e+01 2.059169612023745799e+01 2.058157612023746097e+01 2.057145612023746040e+01 2.056133612023746338e+01 2.055121612023745925e+01 2.054109612023745868e+01 2.053097612023746166e+01 2.052085612023746108e+01 2.051073612023746051e+01 2.050061612023745994e+01 2.049049612023745937e+01 2.048037612023745879e+01 2.047025612023745822e+01 2.046013612023745765e+01 2.045001612023746063e+01 2.043989612023746005e+01 2.042977612023745948e+01 2.041965612023746246e+01 2.040953612023746189e+01 2.039941612023746131e+01 2.038929612023745719e+01 2.037917612023746017e+01 2.036905612023745960e+01 2.035893612023745902e+01 2.034881612023745845e+01 2.033869612023745788e+01 2.027522275252750461e+01 2.021174938481755134e+01 2.014827601710759453e+01 2.008480264939764126e+01 2.002132928168768800e+01 1.995785591397773118e+01 1.993439757205024776e+01 1.992427757205024363e+01 1.991415757205024306e+01 1.990403757205024604e+01 1.989391757205024547e+01 1.988379757205024490e+01 1.987367757205024432e+01 1.986355757205024375e+01 1.985343757205024318e+01 1.984331757205024616e+01 1.983319757205024558e+01 1.982307757205024501e+01 1.981295757205024444e+01 1.980283757205024386e+01 1.979271757205024329e+01 1.978259757205024272e+01 1.977247757205024925e+01 1.976235757205024157e+01 1.975223757205024455e+01 1.974211757205024753e+01 1.973199757205024696e+01 1.972187757205024639e+01 1.971175757205024581e+01 1.970163757205024524e+01 1.969151757205024822e+01 1.968139757205024409e+01 1.967127757205024352e+01 1.966115757205024295e+01 1.965103757205024593e+01 1.964091757205024535e+01 1.963079757205024478e+01 1.962067757205024421e+01 1.961055757205024719e+01 1.960043757205024662e+01 1.959031757205024604e+01 1.958019757205024547e+01 1.957007757205024490e+01 1.955995757205024788e+01 1.954983757205024730e+01 1.953971757205024673e+01 1.952959757205024616e+01 1.951947757205024558e+01 1.950935757205024501e+01 1.949923757205024444e+01 1.948911757205024742e+01 1.947899757205024684e+01 1.946887757205024627e+01
1.887713112977843366e+01 1.886701112977843664e+01 1.885689112977843251e+01 1.884677112977843194e+01 1.883665112977843492e+01 1.882653112977843080e+01 1.881641112977843378e+01 1.880629112977843320e+01 1.879617112977843263e+01 1.878605112977843561e+01 1.877593112977843504e+01 1.876581112977843446e+01 1.875569112977843389e+01 1.874557112977842976e+01 1.873545112977843274e+01 1.872533112977843217e+01 1.871521112977843515e+01 1.870509112977843458e+01 1.869497112977843400e+01 1.868485112977843343e+01 1.867473112977843286e+01 1.866461112977843584e+01 1.865449112977843527e+01 1.864437112977843469e+01 1.863425112977843412e+01 1.862413112977843355e+01 1.861401112977843297e+01 1.860389112977843240e+01 1.859377112977843183e+01 1.858365112977843125e+01 1.852017776206847799e+01 1.845670439435852117e+01 1.839323102664857146e+01 1.832975765893861464e+01 1.826628429122865782e+01 1.820281092351870811e+01 1.817935258159121759e+01 1.816923258159121701e+01 1.815911258159121644e+01 1.814899258159121587e+01 1.813887258159121885e+01 1.812875258159121472e+01 1.811863258159121770e+01 1.810851258159121713e+01 1.809839258159121655e+01 1.808827258159121598e+01 1.807815258159121896e+01 1.806803258159121839e+01 1.805791258159121782e+01 1.804779258159121724e+01 1.803767258159121667e+01 1.802755258159121610e+01 1.801743258159121908e+01 1.800731258159121850e+01 1.799719258159122148e+01 1.798707258159122091e+01 1.797695258159122034e+01 1.796683258159121976e+01 1.795671258159121919e+01 1.794659258159121507e+01 1.793647258159121805e+01 1.792635258159121747e+01 1.791623258159121690e+01 1.790611258159121988e+01 1.789599258159121931e+01 1.788587258159121873e+01 1.787575258159121816e+01 1.786563258159121759e+01 1.785551258159122057e+01 1.784539258159121999e+01 1.783527258159121942e+01 1.782515258159121885e+01 1.781503258159122183e+01 1.780491258159122125e+01 1.779479258159122068e+01 1.778467258159121656e+01 1.777455258159121954e+01 1.776443258159121896e+01 1.775431258159121839e+01 1.774419258159122137e+01 1.773407258159121724e+01 1.772395258159122022e+01 1.771383258159121610e+01
1.712208613931940704e+01 1.711196613931940647e+01 1.710184613931940589e+01 1.709172613931940532e+01 1.708160613931940830e+01 1.707148613931940773e+01 1.706136613931940715e+01 1.705124613931940658e+01 1.704112613931940956e+01 1.703100613931940899e+01 1.702088613931940841e+01 1.701076613931940784e+01 1.700064613931940727e+01 1.699052613931940670e+01 1.698040613931940612e+01 1.697028613931940555e+01 1.696016613931940853e+01 1.695004613931940796e+01 1.693992613931940738e+01 1.692980613931940681e+01 1.691968613931940979e+01 1.690956613931940566e+01 1.689944613931940864e+01 1.688932613931940807e+01 1.687920613931940750e+01 1.686908613931940693e+01 1.685896613931940635e+01 1.684884613931940578e+01 1.683872613931940521e+01 1.682860613931940463e+01 1.676513277160945137e+01 1.670165940389949810e+01 1.663818603618954128e+01 1.657471266847958802e+01 1.651123930076963475e+01 1.644776593305967793e+01 1.642430759113219096e+01 1.641418759113219039e+01 1.640406759113218982e+01 1.639394759113219280e+01 1.638382759113219223e+01 1.637370759113219165e+01 1.636358759113219108e+01 1.635346759113219051e+01 1.634334759113218993e+01 1.633322759113218936e+01 1.632310759113219234e+01 1.631298759113219177e+01 1.630286759113219119e+01 1.629274759113219062e+01 1.628262759113219005e+01 1.627250759113218948e+01 1.626238759113219245e+01 1.625226759113219188e+01 1.624214759113219131e+01 1.623202759113219429e+01 1.622190759113219016e+01 1.621178759113219314e+01 1.620166759113219257e+01 1.619154759113219200e+01 1.618142759113219142e+01 1.617130759113219085e+01 1.616118759113219383e+01 1.615106759113219326e+01 1.614094759113219268e+01 1.613082759113219211e+01 1.612070759113219154e+01 1.611058759113219452e+01 1.610046759113219395e+01 1.609034759113219337e+01 1.608022759113219280e+01 1.607010759113219223e+01 1.605998759113219165e+01 1.604986759113219108e+01 1.603974759113219406e+01 1.602962759113218993e+01 1.601950759113219291e+01 1.600938759113219234e+01 1.599926759113219354e+01 1.598914759113219297e+01 1.597902759113219240e+01 1.596890759113219360e+01 1.595878759113219303e+01
1.536704114886038042e+01 1.535692114886037984e+01 1.534680114886037927e+01 1.533668114886038047e+01 1.532656114886037990e+01 1.531644114886038111e+01 1.530632114886038053e+01 1.529620114886037996e+01 1.528608114886037939e+01 1.527596114886038059e+01 1.526584114886038179e+01 1.525572114886038122e+01 1.524560114886038065e+01 1.523548114886038007e+01 1.522536114886037950e+01 1.521524114886038070e+01 1.520512114886038191e+01 1.519500114886038133e+01 1.518488114886038076e+01 1.517476114886038019e+01 1.516464114886038139e+01 1.515452114886037904e+01 1.514440114886038025e+01 1.513428114886037967e+01 1.512416114886038088e+01 1.511404114886038030e+01 1.510392114886037973e+01 1.509380114886037916e+01 1.508368114886038036e+01 1.507356114886037979e+01 1.501008778115042475e+01 1.494661441344047148e+01 1.488314104573051644e+01 1.481966767802056140e+01 1.475619431031060813e+01 1.469272094260065309e+01 1.466926260067316612e+01 1.465914260067316377e+01 1.464902260067316497e+01 1.463890260067316440e+01 1.462878260067316560e+01 1.461866260067316681e+01 1.460854260067316446e+01 1.459842260067316566e+01 1.458830260067316331e+01 1.457818260067316274e+01 1.456806260067316572e+01 1.455794260067316515e+01 1.454782260067316457e+01 1.453770260067316400e+01 1.452758260067316343e+01 1.451746260067316463e+01 1.450734260067316583e+01 1.449722260067316526e+01 1.448710260067316646e+01 1.447698260067316589e+01 1.446686260067316709e+01 1.445674260067316652e+01 1.444662260067316595e+01 1.443650260067316538e+01 1.442638260067316658e+01 1.441626260067316423e+01 1.440614260067316543e+01 1.439602260067316664e+01 1.438590260067316429e+01 1.437578260067316549e+01 1.436566260067316492e+01 1.435554260067316612e+01 1.434542260067316555e+01 1.433530260067316675e+01 1.432518260067316618e+01 1.431506260067316560e+01 1.430494260067316858e+01 1.429482260067316446e+01 1.428470260067316566e+01 1.427458260067316687e+01 1.426446260067316629e+01 1.425434260067316750e+01 1.424422260067316515e+01 1.423410260067316635e+01 1.422398260067316755e+01 1.421386260067316698e+01 1.420374260067316641e+01
1.361199615840135380e+01 1.360187615840135500e+01 1.359175615840135265e+01 1.358163615840135385e+01 1.357151615840135328e+01 1.356139615840135448e+01 1.355127615840135391e+01 1.354115615840135334e+01 1.353103615840135454e+01 1.352091615840135397e+01 1.351079615840135340e+01 1.350067615840135282e+01 1.349055615840135403e+01 1.348043615840135345e+01 1.347031615840135288e+01 1.346019615840135231e+01 1.345007615840135529e+01 1.343995615840135471e+01 1.342983615840135414e+01 1.341971615840135357e+01 1.340959615840135299e+01 1.339947615840135420e+01 1.338935615840135362e+01 1.337923615840135483e+01 1.336911615840135248e+01 1.335899615840135368e+01 1.334887615840135311e+01 1.333875615840135254e+01 1.332863615840135374e+01 1.331851615840135317e+01 1.325504279069139990e+01 1.319156942298144486e+01 1.312809605527149159e+01 1.306462268756153655e+01 1.300114931985158151e+01 1.293767595214162824e+01 1.291421761021413950e+01 1.290409761021413892e+01 1.289397761021413835e+01 1.288385761021413956e+01 1.287373761021413898e+01 1.286361761021413841e+01 1.285349761021413784e+01 1.284337761021413904e+01 1.283325761021414024e+01 1.282313761021413967e+01 1.281301761021413910e+01 1.280289761021413852e+01 1.279277761021413795e+01 1.278265761021413738e+01 1.277253761021413681e+01 1.276241761021413801e+01 1.275229761021413921e+01 1.274217761021414042e+01 1.273205761021413807e+01 1.272193761021413927e+01 1.271181761021413870e+01 1.270169761021413990e+01 1.269157761021413933e+01 1.268145761021414053e+01 1.267133761021413818e+01 1.266121761021413938e+01 1.265109761021413881e+01 1.264097761021414001e+01 1.263085761021413944e+01 1.262073761021413887e+01 1.261061761021414007e+01 1.260049761021413950e+01 1.259037761021413893e+01 1.258025761021414013e+01 1.257013761021413956e+01 1.256001761021413898e+01 1.254989761021414019e+01 1.253977761021413961e+01 1.252965761021414082e+01 1.251953761021413847e+01 1.250941761021413967e+01 1.249929761021414087e+01 1.248917761021414030e+01 1.247905761021413973e+01 1.246893761021413916e+01 1.245881761021413858e+01 1.244869761021413979e+01
1.185695116794232895e+01 1.184683116794232838e+01 1.183671116794232780e+01 1.182659116794232901e+01 1.181647116794232844e+01 1.180635116794232964e+01 1.179623116794232729e+01 1.178611116794232849e+01 1.177599116794232970e+01 1.176587116794232912e+01 1.175575116794232855e+01 1.174563116794232798e+01 1.173551116794232918e+01 1.172539116794233038e+01 1.171527116794232981e+01 1.170515116794232924e+01 1.169503116794232866e+01 1.168491116794232987e+01 1.167479116794232930e+01 1.166467116794232872e+01 1.165455116794232993e+01 1.164443116794232935e+01 1.163431116794232878e+01 1.162419116794232821e+01 1.161407116794232941e+01 1.160395116794232884e+01 1.159383116794233004e+01 1.158371116794232947e+01 1.157359116794232889e+01 1.156347116794232832e+01 1.149999780023237328e+01 1.143652443252242001e+01 1.137305106481246497e+01 1.130957769710251171e+01 1.124610432939255666e+01 1.118263096168260162e+01 1.115917261975511288e+01 1.114905261975511408e+01 1.113893261975511351e+01 1.112881261975511293e+01 1.111869261975511236e+01 1.110857261975511356e+01 1.109845261975511299e+01 1.108833261975511419e+01 1.107821261975511362e+01 1.106809261975511305e+01 1.105797261975511425e+01 1.104785261975511368e+01 1.103773261975511311e+01 1.102761261975511431e+01 1.101749261975511374e+01 1.100737261975511494e+01 1.099725261975511259e+01 1.098713261975511379e+01 1.097701261975511322e+01 1.096689261975511265e+01 1.095677261975511207e+01 1.094665261975511328e+01 1.093653261975511093e+01 1.092641261975511391e+01 1.091629261975511334e+01 1.090617261975511276e+01 1.089605261975511219e+01 1.088593261975511339e+01 1.087581261975511282e+01 1.086569261975511225e+01 1.085557261975511345e+01 1.084545261975511288e+01 1.083533261975511408e+01 1.082521261975511351e+01 1.081509261975511293e+01 1.080497261975511236e+01 1.079485261975511179e+01 1.078473261975511299e+01 1.077461261975511242e+01 1.076449261975511362e+01 1.075437261975511305e+01 1.074425261975511248e+01 1.073413261975511190e+01 1.072401261975511311e+01 1.071389261975511253e+01 1.070377261975511374e+01 1.069365261975511316e+01
1.010190617748330233e+01 1.009178617748330353e+01 1.008166617748330118e+01 1.007154617748330239e+01 1.006142617748330181e+01 1.005130617748330124e+01 1.004118617748330244e+01 1.003106617748330187e+01 1.002094617748330307e+01 1.001082617748330250e+01 1.000070617748330193e+01 9.990586177483301356e+00 9.980466177483302559e+00 9.970346177483303762e+00 9.960226177483301413e+00 9.950106177483302616e+00 9.939986177483302043e+00 9.929866177483303247e+00 9.919746177483302674e+00 9.909626177483302101e+00 9.899506177483301528e+00 9.889386177483302731e+00 9.879266177483302158e+00 9.869146177483301585e+00 9.859026177483302789e+00 9.848906177483303992e+00 9.838786177483303419e+00 9.828666177483302846e+00 9.818546177483302273e+00 9.808426177483301700e+00 9.744952809773348434e+00 9.681479442063391616e+00 9.618006074353438350e+00 9.554532706643485085e+00 9.491059338933530043e+00 9.427585971223575001e+00 9.404127629296086255e+00 9.394007629296087458e+00 9.383887629296086885e+00 9.373767629296086312e+00 9.363647629296085739e+00 9.353527629296086943e+00 9.343407629296086370e+00 9.333287629296087573e+00 9.323167629296087000e+00 9.313047629296086427e+00 9.302927629296087630e+00 9.292807629296087057e+00 9.282687629296088261e+00 9.272567629296085912e+00 9.262447629296087115e+00 9.252327629296086542e+00 9.242207629296085969e+00 9.232087629296085396e+00 9.221967629296086599e+00 9.211847629296086026e+00 9.201727629296085453e+00 9.191607629296084880e+00 9.181487629296086084e+00 9.171367629296085511e+00 9.161247629296086714e+00 9.151127629296086141e+00 9.141007629296087345e+00 9.130887629296086772e+00 9.120767629296086199e+00 9.110647629296085626e+00 9.100527629296086829e+00 9.090407629296086256e+00 9.080287629296085683e+00 9.070167629296086886e+00 9.060047629296086313e+00 9.049927629296085740e+00 9.039807629296086944e+00 9.029687629296086371e+00 9.019567629296087574e+00 9.009447629296085225e+00 8.999327629296086428e+00 8.989207629296085855e+00 8.979087629296087059e+00 8.968967629296086486e+00 8.958847629296085913e+00 8.948727629296087116e+00 8.938607629296086543e+00
8.346861187024275708e+00 8.336741187024275135e+00 8.326621187024276338e+00 8.316501187024275765e+00 8.306381187024275192e+00 8.296261187024274619e+00 8.286141187024275823e+00 8.276021187024275250e+00 8.265901187024276453e+00 8.255781187024275880e+00 8.245661187024275307e+00 8.235541187024276510e+00 8.225421187024274161e+00 8.215301187024275364e+00 8.205181187024274791e+00 8.195061187024275995e+00 8.184941187024275422e+00 8.174821187024276625e+00 8.164701187024276052e+00 8.154581187024275479e+00 8.144461187024276683e+00 8.134341187024276110e+00 8.124221187024275537e+00 8.114101187024274964e+00 8.103981187024276167e+00 8.093861187024277370e+00 8.083741187024276798e+00 8.073621187024276225e+00 8.063501187024275652e+00 8.053381187024275079e+00 7.989907819314320037e+00 7.926434451604364995e+00 7.862961083894411729e+00 7.799487716184457575e+00 7.736014348474503421e+00 7.672540980764548380e+00 7.649082638837059633e+00 7.638962638837060837e+00 7.628842638837060264e+00 7.618722638837060579e+00 7.608602638837060006e+00 7.598482638837060321e+00 7.588362638837059748e+00 7.578242638837060952e+00 7.568122638837061267e+00 7.558002638837060694e+00 7.547882638837060121e+00 7.537762638837060436e+00 7.527642638837060751e+00 7.517522638837061066e+00 7.507402638837060493e+00 7.497282638837059920e+00 7.487162638837059347e+00 7.477042638837059663e+00 7.466922638837059090e+00 7.456802638837059405e+00 7.446682638837058832e+00 7.436562638837060035e+00 7.426442638837059462e+00 7.416322638837058889e+00 7.406202638837059204e+00 7.396082638837059520e+00 7.385962638837059835e+00 7.375842638837059262e+00 7.365722638837059577e+00 7.355602638837059892e+00 7.345482638837060207e+00 7.335362638837059635e+00 7.325242638837059062e+00 7.315122638837060265e+00 7.305002638837059692e+00 7.294882638837059119e+00 7.284762638837060322e+00 7.274642638837059749e+00 7.264522638837060065e+00 7.254402638837059492e+00 7.244282638837059807e+00 7.234162638837059234e+00 7.224042638837060437e+00 7.213922638837059864e+00 7.203802638837060179e+00 7.193682638837059606e+00 7.183562638837059922e+00
6.591816196565249086e+00 6.581696196565249402e+00 6.571576196565248829e+00 6.561456196565249144e+00 6.551336196565249459e+00 6.541216196565248886e+00 6.531096196565249201e+00 6.520976196565249516e+00 6.510856196565248943e+00 6.500736196565249259e+00 6.490616196565248686e+00 6.480496196565249001e+00 6.470376196565249316e+00 6.460256196565249631e+00 6.450136196565249058e+00 6.440016196565248485e+00 6.429896196565248800e+00 6.419776196565249116e+00 6.409656196565249431e+00 6.399536196565248858e+00 6.389416196565249173e+00 6.379296196565248600e+00 6.369176196565248915e+00 6.359056196565249230e+00 6.348936196565249546e+00 6.338816196565248973e+00 6.328696196565249288e+00 6.318576196565248715e+00 6.308456196565249030e+00 6.298336196565248457e+00 6.234862828855293415e+00 6.171389461145340150e+00 6.107916093435385108e+00 6.044442725725430954e+00 5.980969358015476800e+00 5.917495990305521758e+00 5.894037648378033012e+00 5.883917648378033327e+00 5.873797648378033642e+00 5.863677648378033069e+00 5.853557648378032496e+00 5.843437648378032812e+00 5.833317648378034015e+00 5.823197648378034330e+00 5.813077648378033757e+00 5.802957648378033184e+00 5.792837648378034388e+00 5.782717648378033815e+00 5.772597648378033242e+00 5.762477648378032669e+00 5.752357648378032984e+00 5.742237648378033299e+00 5.732117648378032726e+00 5.721997648378032153e+00 5.711877648378032468e+00 5.701757648378032783e+00 5.691637648378032210e+00 5.681517648378032526e+00 5.671397648378032841e+00 5.661277648378033156e+00 5.651157648378032583e+00 5.641037648378032898e+00 5.630917648378032325e+00 5.620797648378033529e+00 5.610677648378032956e+00 5.600557648378032383e+00 5.590437648378032698e+00 5.580317648378032125e+00 5.570197648378032440e+00 5.560077648378033643e+00 5.549957648378033070e+00 5.539837648378032497e+00 5.529717648378033701e+00 5.519597648378033128e+00 5.509477648378033443e+00 5.499357648378032870e+00 5.489237648378033185e+00 5.479117648378033500e+00 5.468997648378032927e+00 5.458877648378033243e+00 5.448757648378033558e+00 5.438637648378032985e+00 5.428517648378033300e+00
5.959999999999999964e+00 5.949880000000000280e+00 5.939759999999999707e+00 5.929640000000000022e+00 5.919520000000000337e+00 5.909399999999999764e+00 5.899280000000000079e+00 5.889159999999999506e+00 5.879039999999999822e+00 5.868920000000000137e+00 5.858800000000000452e+00 5.848679999999999879e+00 5.838560000000000194e+00 5.828440000000000509e+00 5.818319999999999936e+00 5.808199999999999363e+00 5.798080000000000567e+00 5.787959999999999994e+00 5.777840000000000309e+00 5.767719999999999736e+00 5.757600000000000051e+00 5.747479999999999478e+00 5.737359999999999793e+00 5.727239999999999220e+00 5.717119999999999536e+00 5.706999999999999851e+00 5.696880000000000166e+00 5.686759999999999593e+00 5.676640000000000796e+00 5.666520000000000223e+00 5.656400000000000539e+00 5.646279999999999966e+00 5.636160000000000281e+00 5.626039999999999708e+00 5.615920000000000911e+00 5.605800000000000338e+00 5.595679999999999765e+00 5.585560000000000080e+00 5.575440000000000396e+00 5.565319999999999823e+00 5.555199999999999250e+00 5.545080000000000453e+00 5.534960000000000768e+00 5.524840000000000195e+00 5.514720000000000510e+00 5.504599999999999937e+00 5.494479999999999364e+00 5.484360000000000568e+00 5.474239999999999995e+00 5.464119999999999422e+00 5.454000000000000625e+00 5.443880000000000052e+00 5.433760000000000367e+00 5.423640000000000683e+00 5.413520000000000110e+00 5.403400000000000425e+00 5.393280000000000740e+00 5.383160000000000167e+00 5.373040000000000482e+00 5.362919999999999909e+00 5.352800000000000225e+00 5.342680000000000540e+00 5.332560000000000855e+00 5.322440000000000282e+00 5.312319999999999709e+00 5.302200000000000912e+00 5.292080000000000339e+00 5.281959999999999766e+00 5.271840000000000970e+00 5.261720000000000397e+00 5.251599999999999824e+00 5.241479999999999251e+00 5.231360000000000454e+00 5.221239999999999881e+00 5.211119999999999308e+00 5.200999999999999623e+00 5.190879999999999939e+00 5.180759999999999366e+00 5.170640000000000569e+00 5.160519999999999996e+00 5.150399999999999423e+00 5.140279999999999738e+00 5.130160000000000053e+00
